HeLa mRNA decay rates			
Gene	Rate	Error	Level
PARP2	0.0022	0.13	3514.2
PARP3	-0.0009	0.24	312.3
PARP4	-0.0001	0.15	1362.9
PARP6	0.001	0.1	631
PARP9	0.0011	0.16	253.9
PARVA	-0.0014	0.04	1608.7
PARVB	-0.0019	0.06	248.3
PATL1	-0.0013	0.32	524.7
PATZ1	0.0083	0.37	220.4
PAX6	0.0094	0.2	285.2
PAXIP1	0.002	0.09	884.4
PBEF1	0.0004	0.29	353.4
PBK	-0.0015	0.1	7437.1
PBRM1	-0.003	0.13	333
PBX1	0	0.1	1485
PBX2	0.0018	0.49	144.7
PBX3	0.0025	0.27	1049.4
PBX4	0.0004	0.33	193.3
PC	0.0021	0.14	428.6
PCBD1	-0.001	0.11	1944.9
PCBP1	0.001	0.1	8509.6
PCBP2	-0.0019	0.13	4948.6
PCBP4	-0.002	0.08	547.6
PCCA	-0.0025	0.21	568
PCCB	-0.0004	0.16	4087.3
PCDH7	0.0034	0.03	643.8
PCGF1	0.014	0.47	1257.6
PCGF2	0	0.05	291.8
PCGF3	0.0047	0.13	381.9
PCGF5	-0.0018	0.16	1010.5
PCGF6	0.0035	0.26	1695.4
PCID2	0.0018	0.06	4051.4
PCIF1	0.0012	0.12	510.3
PCK2	-0.0007	0.25	764
PCM1	-0.0017	0.12	749.3
PCMT1	-0.0021	0.04	4727.7
PCMTD1	0.0014	0.12	206.7
PCMTD2	-0.0009	0.19	1802.4
PCNA	-0.001	0.04	9877.7
PCNP	-0.0023	0.08	7032.8
PCNT	0.003	0.41	519.5
PCNX	-0.0003	0.17	134.3
PCNXL2	0.0043	0.17	285.2
PCOLCE2	0.0005	0.28	2249.5
PCSK1	0.005	0.42	201.5
PCSK7	-0.0004	0.12	331.6
PCSK9	0.0003	0.43	676.3
PCTK1	-0.001	0.1	1486.9
PCTK2	0.0078	0.15	517.4
PCYOX1	-0.0017	0.05	2997.3
PCYT1A	0.0014	0.11	415.7
PDAP1	-0.0035	0.31	1993.4
PDCD11	0.0016	0.19	1140.5
PDCD2	-0.0022	0.06	757
PDCD2L	0.0035	0.13	1272
PDCD4	-0.0025	0.08	1918.8
PDCD6	-0.0008	0.18	4846.1
PDCD6IP	-0.0008	0.04	4909.6
PDCD7	0.009	0.31	1399.2
PDCL	0.0008	0.21	417.1
PDCL3	-0.0022	0.13	2527.1
PDE10A	0.0027	0.15	248.5
PDE12	0.0012	0.18	1023.2
PDE1A	0.0004	0.28	169.9
PDE2A	0.0009	0.06	5714.8
PDE3A	0.0035	0.22	861.9
PDE3B	-0.0015	0.14	274.4
PDE4C	-0.0022	0.41	213.2
PDE4D	0.0102	0.28	293.7
PDE6D	0.0003	0.06	314.9
PDE7A	0.004	0.27	205.8
PDE7B	0.0091	0.08	308.2
PDE8A	-0.0016	0.06	966.3
PDE8B	-0.0003	0.12	334.9
PDGFA	0.0058	0.36	179.3
PDGFC	0.0015	0.11	216.7
PDGFD	-0.0016	0.16	172.7
PDGFRL	0.0024	0.34	343.2
PDHA1	-0.0019	0.04	6431.1
PDHB	0.0001	0.09	7490.5
PDHX	-0.0004	0.19	2347.2
PDIA3	-0.0027	0.04	2736.8
PDIA4	-0.0018	0.09	876.6
PDIA5	0	0.22	794.3
PDIA6	-0.0025	0.04	7954.5
PDK2	-0.0022	0.21	373
PDK3	-0.0033	0.22	328.1
PDLIM1	-0.0016	0.11	5672.2
PDLIM2	0.0018	0.06	283.9
PDLIM3	0.0016	0.18	430.4
PDLIM5	0.0003	0.26	1179.8
PDLIM7	-0.0018	0.03	540.5
PDP1	0.0112	0.17	535.6
PDPK1	0.0033	0.12	534.6
PDPR	0.0023	0.11	373.7
PDRG1	0.0066	0.07	2450.3
PDS5A	-0.001	0.11	499.8
PDS5B	0.0025	0.25	470.8
PDSS1	0.0027	0.05	969.5
PDSS2	0	0.1	298.5
PDXDC1	-0.0007	0.35	2307.2
PDXK	-0.0002	0.09	1897.3
PDZD11	-0.0027	0.08	6786
PDZD2	0.0045	0.17	520.1
PDZD8	-0.0009	0.28	647.4
PEA15	0	0.08	2198.8
PEBP1	0.0004	0.04	9284.6
PECI	-0.0005	0.05	2998
PECR	-0.0052	0.41	227.9
PEF1	0.0022	0.07	2637.9
PELO	0.0132	0.18	1352.6
PELP1	-0.0001	0.33	581.3
PEMT	-0.0009	0.06	832.5
PEPD	-0.0002	0.16	1325.7
PER1	0.0051	0.33	224.5
PER3	-0.0001	0.05	181
PERP	-0.0016	0.12	7139.2
PES1	0.001	0.36	1105.5
PET112L	-0.0005	0.08	775.5
PEX1	-0.0012	0.29	287.2
PEX11B	0.0072	0.23	845.7
PEX12	0.0107	0.23	794.5
PEX13	0.0001	0.15	463.6
PEX14	0.002	0.08	1108.5
PEX16	-0.0002	0.12	936.1
PEX19	0.0001	0.06	926.5
PEX3	0.0004	0.02	974.1
PEX5	0	0.13	618.9
PEX6	-0.0017	0.33	111.1
PEX7	-0.002	0.3	387.5
PFAS	-0.0031	0.17	4846.4
PFDN1	0	0.05	2139
PFDN2	-0.0006	0.14	4843
PFDN5	-0.0018	0.1	9028.9
PFDN6	0.0026	0.15	2009.1
PFKFB2	-0.0035	0.18	171.1
PFKFB3	0.0097	0.45	889.4
PFKFB4	0.0038	0.15	203.8
PFKL	-0.0052	0.09	253.4
PFKM	-0.0016	0.12	3041.7
PFKP	-0.0019	0.09	7390.1
PFN1	-0.0018	0.15	17762.3
PFTK1	0.0007	0.27	334.9
PGAM5	-0.0017	0.05	948.8
PGAP2	-0.0036	0.26	401.1
PGAP3	-0.0049	0.24	109.6
PGBD1	0.005	0.18	593.9
PGBD2	0.0117	0.43	252.8
PGD	-0.0005	0.02	1811.2
PGF	-0.0009	0.28	299.3
PGGT1B	-0.0001	0.14	588.6
PGK1	-0.0017	0.08	8312.4
PGLS	-0.0008	0.11	2151.1
PGM1	-0.0019	0.1	4429.1
PGM2	-0.002	0.18	2683.1
PGM2L1	0.0029	0.06	281.4
PGM3	0.0002	0.16	951.9
PGP	0.0016	0.12	1576.7
PGPEP1	0.0005	0.13	140.5
PGRMC1	-0.0016	0.05	3827.2
PGRMC2	0.0021	0.07	2194.3
PGS1	0.0045	0.4	637.6
PHACTR2	-0.0007	0.27	657.9
PHACTR4	0.003	0.32	1330.2
PHAX	-0.0038	0.42	1004.5
PHB	0.0006	0.06	9164.5
PHB2	-0.0013	0.12	19308.4
PHC1	-0.0031	0.4	292.8
PHC2	0.0051	0.14	519.2
PHC3	0.0029	0.08	292.5
PHF10	-0.0022	0.08	1091
PHF11	0.0014	0.15	718.1
PHF12	0.0068	0.33	208.7
PHF13	0.0234	0.38	1639.2
PHF14	0.0001	0.06	1350.5
PHF15	0.0078	0.07	588.4
PHF16	0.0006	0.08	1434
PHF17	0.0085	0.04	1106.2
PHF19	-0.0002	0.06	6238.9
PHF2	-0.0014	0.45	374.1
PHF20	0.0031	0.11	1010
PHF20L1	0.0032	0.03	585.9
PHF21A	0.0051	0.18	306.5
PHF23	0.0126	0.21	2411.7
PHF3	0.0045	0.1	863.1
PHF5A	0.0012	0.24	3376.4
PHGDH	-0.0016	0.04	5349
PHIP	-0.0007	0.12	1929.4
PHKA1	-0.0002	0.08	390.1
PHKA2	-0.0005	0.07	329
PHKB	-0.0042	0.25	457.1
PHLDA2	-0.0004	0.04	4734.9
PHLDB1	-0.0027	0.48	291.7
PHLDB2	0.0003	0.2	1809.6
PHLDB3	0.0024	0.32	132.6
PHOSPHO2	0.0063	0.24	288.8
PHPT1	-0.001	0.05	4619.5
PHRF1	0.0068	0.46	262.8
PHTF1	0	0.07	440.6
PHTF2	-0.0003	0.42	353.5
PHYH	-0.0032	0.07	1980.1
PHYHD1	-0.0019	0.47	283.7
PI3	-0.0022	0.15	141.5
PI4K2A	0.0031	0.1	543.2
PI4K2B	-0.0008	0.03	1890.2
PI4KA	-0.0019	0.11	459.6
PI4KB	0.0026	0.15	1377
PIAS1	0.0074	0.42	1235.1
PIAS2	0.0001	0.07	171.4
PIAS3	0.0014	0.23	451.6
PIAS4	0.002	0.29	312.3
PIBF1	0.0003	0.19	1027.5
PICALM	-0.0009	0.15	1575.8
PIF1	-0.0002	0.26	178.5
PIGA	0.0042	0.15	685.7
PIGB	-0.0011	0.11	997
PIGC	0.0083	0.37	1382.8
PIGF	-0.0028	0.41	1179.9
PIGG	-0.0009	0.13	1506
PIGH	0.0015	0.26	444.2
PIGK	-0.0026	0.13	1159.8
PIGL	0.0016	0.43	509.1
PIGM	0.001	0.45	440.3
PIGN	-0.0013	0.06	466.1
PIGO	0.0008	0.13	317.4
PIGP	-0.0019	0.33	1501.3
PIGS	-0.0049	0.46	877.4
PIGT	-0.0003	0.12	3425.6
PIGU	-0.0004	0.11	741.7
PIGV	0.0003	0.12	432.1
PIGX	-0.0016	0.07	425.1
PIGY	0	0.11	4538.3
PIH1D1	-0.0004	0.06	4862.4
PIK3C2A	0	0.1	844.8
PIK3C2B	0.002	0.25	1710.1
PIK3C3	0.0019	0.02	301.7
PIK3CA	0.0025	0.19	256.4
PIK3CB	0.0007	0.2	867.3
PIK3R1	0.0027	0.36	105.9
PIK3R2	-0.0008	0.35	742.8
PIK3R3	0.014	0.24	559.8
PIK3R4	0.003	0.07	889.2
PIKFYVE	0.0035	0.14	467.3
PILRB	-0.0027	0.24	345.1
PIN1	-0.0014	0.18	1189.7
PIN4	-0.002	0.19	2312
PINK1	-0.0009	0.19	2088.9
PIP4K2C	-0.0006	0.09	999.1
PIP5K1A	0.007	0.06	1181.5
PIP5K2A	-0.0008	0.05	423.5
PIP5K2B	0.0003	0.06	239.6
PIR	-0.0025	0.11	3372.6
PITPNA	-0.0002	0.07	1280.8
PITPNB	0.003	0.11	766.5
PITPNC1	-0.0008	0.2	439.7
PITRM1	-0.0018	0.03	1717.7
PITX1	0.0024	0.1	1008.2
PJA1	-0.0007	0.09	1161.5
PJA2	0.0001	0.24	2184.6
PK4P	0.0004	0.05	508
PKD2	-0.0015	0.35	506.2
PKIG	-0.0051	0.42	412.6
PKM2	0.0005	0.14	4172.2
PKMYT1	0.0001	0.15	835.4
PKN1	-0.0019	0.35	475.9
PKN2	-0.0008	0.18	1173.3
PKNOX1	0.0023	0.04	325.3
PKP2	0.0014	0.45	170.2
PKP3	-0.0019	0.12	518.3
PLA2G12A	-0.0029	0.12	1190.4
PLA2G15	0.0036	0.31	289.9
PLA2G16	0.0013	0.15	5527.7
PLA2G4A	-0.0024	0.24	1061
PLAA	0.0004	0.15	599.3
PLAC8	-0.0007	0.12	14244.2
PLAGL1	-0.0056	0.24	548.6
PLAT	-0.0022	0.4	212.5
PLAUR	0.0066	0.12	1094.2
PLBD2	-0.0017	0.34	120.6
PLCB3	-0.0048	0.21	307.6
PLCB4	0.0016	0.22	407.4
PLCD3	-0.0028	0.27	585.1
PLCG1	-0.0004	0.15	434.2
PLCL2	0.0114	0.36	224.4
PLCXD1	0.0024	0.46	418.1
PLCXD3	-0.0011	0.43	152.1
PLD3	0.002	0.33	1046.5
PLD6	0.0119	0.4	649.1
PLDN	-0.0013	0.34	1609
PLEC1	0.0001	0.2	638.6
PLEK2	-0.0007	0.13	2744.6
PLEKHA1	0.0018	0.23	1396.6
PLEKHA2	0.0021	0.02	1845.6
PLEKHA3	0.0057	0.27	795.5
PLEKHA5	0.0025	0.41	1351.7
PLEKHA7	-0.0017	0.31	17987.9
PLEKHA8	-0.0015	0.1	131.7
PLEKHB2	0.0008	0.07	1378.8
PLEKHC1	0.0003	0.05	4392
PLEKHG4	-0.0002	0.28	894.3
PLEKHM1	0.0044	0.31	429.1
PLEKHM2	0.0017	0.29	624.5
PLEKHO1	0.0078	0.48	158.6
PLK1	0.0041	0.28	3510
PLK4	0.005	0.21	784.3
PLOD1	-0.0023	0.14	958.7
PLOD2	-0.0039	0.11	3149.5
PLOD3	-0.0025	0.07	1364.2
PLP2	-0.0014	0.08	15209.2
PLRG1	-0.0016	0.14	1743.9
PLS1	-0.002	0.38	949.8
PLS3	-0.0024	0.07	8641.8
PLSCR1	0.0022	0.38	856.4
PLSCR3	-0.0032	0.13	1309.2
PLSCR4	-0.0038	0.28	376.5
PLXDC2	-0.0022	0.45	201.1
PLXNA1	0.0007	0.5	231.7
PLXNA2	0.0022	0.12	106.4
PLXNA3	-0.001	0.25	181.4
PLXND1	-0.0006	0.08	666.1
PMEPA1	0.0054	0.07	2278.9
PMF1	-0.0024	0.11	2088.8
PMM1	-0.0003	0.21	522.5
PMM2	0.0051	0.07	1475.3
PMP22	0.0033	0.1	1228.6
PMPCA	-0.001	0.2	1976.1
PMPCB	0.0004	0.02	3642.9
PMS1	0.0005	0.02	189.3
PMS2L1	0.0005	0.06	647.7
PMS2L3	0.0006	0.41	878.3
PMVK	-0.0013	0.12	1715.7
PNKD	0	0.07	1462.8
PNKP	0	0.47	608.8
PNN	-0.0015	0.05	2934
PNO1	-0.001	0.02	2089.2
PNPLA2	-0.0037	0.44	369.1
PNPLA4	0.0002	0.11	1053.8
PNPLA6	0	0.28	543.2
PNPLA8	0.0012	0.03	1166.6
PNPO	-0.002	0.08	1548.6
PNPT1	0.0002	0.01	4725.4
PNRC1	0.0207	0.39	2686.1
PNRC2	0.0159	0.34	2914.2
PODXL	0.0015	0.15	11184.4
POGK	0.0064	0.04	1245.8
POLA1	-0.0024	0.03	3256
POLA2	0.0008	0.08	1750.3
POLB	0.0025	0.02	2862.6
POLD1	0.0012	0.06	1657.5
POLD3	0.0044	0.15	1504.3
POLDIP2	-0.0014	0.09	2494.6
POLDIP3	0.002	0.16	423.2
POLE	-0.0013	0.43	315.9
POLE2	0.0012	0.13	1758.3
POLE3	-0.0018	0.18	5143.5
POLE4	-0.001	0.08	3629.3
POLG	-0.0013	0.18	265.5
POLG2	0.0061	0.26	845.3
POLQ	0.0016	0.09	381.3
POLR1A	-0.0002	0.24	382.3
POLR1B	0.0029	0.03	603.6
POLR1C	0.0043	0.04	2302.8
POLR1D	0.0014	0.02	2000.2
POLR1E	0.0016	0.08	1554
POLR2A	0.0019	0.48	323.1
POLR2B	-0.0018	0.15	6554.7
POLR2C	-0.0004	0.04	1810.7
POLR2D	0.0038	0.17	681.9
POLR2E	-0.0004	0.03	7258.1
POLR2F	-0.0004	0.1	4481.7
POLR2G	-0.0007	0.04	10083.6
POLR2H	0.0012	0.03	3899.9
POLR2I	-0.0005	0.12	3831.8
POLR2L	-0.001	0.04	7059.9
POLR3B	0.0038	0.28	1480.6
POLR3C	0.0014	0.17	1009.2
POLR3D	0.005	0.15	389.4
POLR3E	0.0008	0.06	1795.4
POLR3G	0.0036	0.19	491.6
POLR3GL	-0.0029	0.38	717.6
POLR3H	-0.0003	0.22	592.3
POLR3K	0.0039	0.14	2671.4
POLRMT	0.0006	0.27	562.4
POLS	0.0068	0.21	4230.5
POMGNT1	-0.0032	0.14	285
POMP	-0.0023	0.1	7841.6
POMT1	0.0005	0.34	355.2
POMT2	-0.0002	0.2	203.8
PON2	-0.0018	0.09	1651.8
POP4	-0.0009	0.04	7697.1
POP5	-0.0032	0.09	7365.9
POP7	0.0065	0.14	3257
POPDC3	-0.0009	0.1	998.9
POR	-0.0021	0.2	538.7
POT1	0.0011	0.42	1044.8
POU2F1	0.0074	0.25	179.1
PPA1	-0.0028	0.06	14919.8
PPA2	-0.0009	0.07	2315.8
PPAN	0.0093	0.11	1185.5
PPAP2A	-0.0003	0.08	411.1
PPAP2B	0.0022	0.22	249.6
PPAP2C	0.0011	0.1	2395.7
PPAPDC1B	-0.0017	0.15	595.3
PPAPDC2	0.0093	0.49	167.8
PPARD	-0.0015	0.12	283.6
PPARG	0.0031	0.11	1315.2
PPAT	0.0042	0.24	1571.6
PPCDC	0.0036	0.33	317.7
PPDPF	-0.0016	0.29	862
PPFIA1	0.0012	0.05	1218.5
PPFIBP1	-0.0024	0.24	284.6
PPHLN1	-0.0009	0.1	1751.6
PPIA	-0.0012	0.47	21428
PPIB	-0.0021	0.15	6885.9
PPIC	-0.0031	0.03	3290.9
PPID	-0.0017	0.2	2943
PPIE	0.0013	0.07	2670.4
PPIF	0.0033	0.09	3521
PPIG	0.0011	0.08	1066.4
PPIH	-0.0024	0.1	4461.8
PPIL2	-0.0012	0.22	178.8
PPIL5	-0.0001	0.15	3122.4
PPL	0.0004	0.06	1468.5
PPM1A	0.0031	0.08	493.9
PPM1D	0.02	0.39	2163.7
PPM1G	0.0001	0.2	2236.5
PPM1H	0.0004	0.45	164.5
PPM1K	0.0042	0.3	232.2
PPME1	0.0006	0.18	1799.2
PPOX	-0.002	0.07	204
PPP1CA	-0.0016	0.04	7975.6
PPP1CB	-0.0064	0.29	1648
PPP1CC	0.001	0.02	12345.4
PPP1R11	-0.0005	0.21	2926.8
PPP1R12A	0.0046	0.49	1508.2
PPP1R13B	0.0047	0.24	139.6
PPP1R13L	-0.0002	0.15	530.3
PPP1R15B	0.0113	0.07	3437.1
PPP1R16A	-0.0004	0.13	558.5
PPP1R7	-0.0018	0.07	969.4
PPP1R8	0.0038	0.16	3444
PPP2CA	0.0011	0.06	2369.7
PPP2CB	-0.0005	0.2	2950.1
PPP2R1A	-0.0007	0.17	2499.5
PPP2R1B	0.0012	0.08	651.9
PPP2R2A	0.0017	0.07	4263.8
PPP2R2B	0.0002	0.11	657.3
PPP2R2D	0.0037	0.05	537
PPP2R3A	0.0009	0.14	382
PPP2R3C	-0.0009	0.15	685.4
PPP2R4	0.001	0.29	1186
PPP2R5A	0.0019	0.27	707.6
PPP2R5C	0	0.07	2796.1
PPP2R5D	-0.0013	0.15	795.7
PPP2R5E	-0.002	0.06	1286.7
PPP3CA	-0.0015	0.06	1513.1
PPP3CB	-0.0003	0.18	938.7
PPP3CC	0.0041	0.04	324
PPP3R1	0.0007	0.33	221.5
PPP4C	-0.001	0.22	2896
PPP4R1	0.0009	0.15	4183.3
PPP4R2	0.0029	0.36	2222.3
PPP5C	-0.0018	0.08	572.9
PPP6C	-0.0005	0.03	3361.9
PPPDE1	0.0025	0.07	1438.2
PPPDE2	-0.0034	0.18	797.1
PPRC1	0.013	0.13	1187.6
PPT1	-0.0026	0.07	11301.2
PPT2	0.0005	0.14	1912.9
PPTC7	0.0037	0.06	1241
PPWD1	0.004	0.33	1841.8
PQBP1	-0.0013	0.11	3581.2
PQLC1	-0.0016	0.44	189.1
PQLC2	0.0033	0.33	146.9
PRAF2	-0.0002	0.11	1741.2
PRAME	0.0015	0.15	298.9
PRC1	0.0001	0.13	10387.3
PRCC	0.0026	0.3	919.1
PRCP	-0.0006	0.11	1679.4
PRDM13	0.0084	0.13	139.5
PRDM15	0.0046	0.07	238.7
PRDM2	0.0089	0.19	200.2
PRDM4	0.0081	0.08	494.8
PRDX1	-0.0011	0.41	28022.7
PRDX2	-0.0016	0.08	9165.1
PRDX3	-0.001	0.02	5102.7
PRDX4	-0.0022	0.15	13089.9
PRDX5	-0.0019	0.31	10411.5
PRDX6	-0.0017	0.16	13143.2
PREB	0.0019	0.1	1620.8
PRELID1	-0.0016	0.45	2880.6
PRELID2	-0.0021	0.44	374.9
PREP	-0.0017	0.11	455.4
PREPL	0.0002	0.03	1337.3
PREX1	0.0005	0.08	185.5
PRIM1	0.0017	0.03	1538.3
PRIM2	-0.0013	0.2	411.7
PRKAA1	0.0003	0.13	628.9
PRKAB1	0.0077	0.14	521.6
PRKAB2	-0.0004	0.09	437.5
PRKACB	0.0001	0.02	1508.3
PRKAG1	-0.0003	0.03	4081.9
PRKAR1B	-0.0017	0.24	156.9
PRKAR2A	-0.0027	0.04	4235.5
PRKCA	-0.0012	0.05	745.4
PRKCDBP	-0.0014	0.15	2285.2
PRKCH	0.0018	0.31	196.6
PRKCI	-0.0029	0.03	1768.7
PRKCSH	-0.0012	0.31	1806.4
PRKCZ	0.0001	0.11	608.6
PRKD2	0.0012	0.2	511.8
PRKD3	0.0012	0.07	715.4
PRKDC	-0.0032	0.05	2397
PRKRA	0.0005	0.06	1086.4
PRKRIP1	0.0047	0.24	429.4
PRKRIR	0.0038	0.07	4402.6
PRMT1	-0.0003	0.27	5079
PRMT10	0.008	0.17	896.2
PRMT2	-0.0004	0.14	636.5
PRMT3	-0.0022	0.3	2142.1
PRMT5	-0.0008	0.17	4000.8
PRMT6	0.0007	0.41	1265
PRNP	-0.0029	0.27	2909.2
PROCR	-0.0023	0.17	1533.8
PROSC	-0.0011	0.12	1181.8
PRPF18	0.0003	0.13	1567.5
PRPF19	0.0013	0.14	9274.1
PRPF3	0.0036	0.14	1496.6
PRPF31	-0.002	0.1	2997.1
PRPF38A	0.0003	0.09	3369.7
PRPF4	0.0022	0.18	3262.9
PRPF40A	-0.0007	0.05	2263.5
PRPF4B	-0.0002	0.12	2192
PRPF6	0.0003	0.14	1570.2
PRPF8	-0.0019	0.12	6412.2
PRPS1	-0.0005	0.12	6283.5
PRPS2	-0.0029	0.27	4958
PRPSAP1	0	0.02	1291.3
PRPSAP2	0.0011	0.03	2232.7
PRR13	0.0006	0.02	5948.6
PRR14	0.0041	0.08	716.1
PRR3	0.004	0.13	592.3
PRR4	0.001	0.37	299
PRR5L	0.0082	0.31	532.1
PRRC1	0.0016	0.06	1531.5
PRSS21	-0.0011	0.11	3943.9
PRSS3	-0.0036	0.16	112.5
PRTFDC1	-0.0003	0.42	325.4
PRUNE	0.007	0.03	549.8
PSAP	-0.0013	0.05	9136.7
PSAT1	-0.0014	0.02	10091.9
PSD4	0.0009	0.26	115.2
PSEN1	-0.0024	0.14	1235.4
PSENEN	-0.0006	0.08	1288.7
PSIP1	-0.0015	0.02	1637.3
PSKH1	0.0057	0.47	177.9
PSMA1	-0.0012	0.27	10624.5
PSMA2	-0.0012	0.04	7252.2
PSMA3	-0.0023	0.13	11814.2
PSMA4	-0.0029	0.12	14166.8
PSMA5	-0.0002	0.29	3366.1
PSMA6	-0.0025	0.08	17057.4
PSMA7	-0.0012	0.09	13103.8
PSMB1	-0.0013	0.12	10872.6
PSMB10	0.0011	0.17	852
PSMB2	-0.0026	0.25	5273.2
PSMB3	-0.0013	0.04	15544.4
PSMB4	-0.0017	0.19	13534.5
PSMB5	0.0006	0.08	8080.7
PSMB6	-0.0009	0.26	12288.3
PSMB7	-0.0011	0.16	10529.6
PSMB8	0.0004	0.07	1181.3
PSMC1	-0.0019	0.32	10935.5
PSMC2	-0.0005	0.07	4828.3
PSMC3	-0.0008	0.11	15198.6
PSMC3IP	-0.0013	0.09	881.5
PSMC4	-0.0009	0.03	4275.3
PSMC5	-0.0013	0.09	9578.5
PSMC6	-0.0013	0.19	9255.1
PSMD1	0.0002	0.05	4056.3
PSMD10	-0.0014	0.08	10602.4
PSMD11	-0.0013	0.24	4257.9
PSMD12	-0.0008	0.11	5644.3
PSMD13	-0.0021	0.06	2294.1
PSMD14	-0.0013	0.15	10696.5
PSMD2	-0.0013	0.06	8554.5
PSMD3	0.0001	0.11	3767.1
PSMD4	-0.0015	0.21	4094.5
PSMD5	0.0032	0.07	2364
PSMD6	-0.001	0.23	5794.5
PSMD7	0.0004	0.22	8251
PSMD8	-0.0004	0.11	8271.4
PSMD9	0.0002	0.03	2220.6
PSME1	-0.0011	0.12	3065.9
PSME2	-0.0012	0.16	5258.2
PSME3	-0.0007	0.07	3887.3
PSME4	-0.0005	0.02	1087.8
PSMF1	-0.0037	0.12	560.7
PSMG1	-0.0026	0.07	7427.1
PSMG2	-0.0005	0.14	9699.9
PSMG3	0.0015	0.24	3178
PSMG4	-0.0023	0.25	1167.1
PSPC1	-0.0011	0.03	308.4
PSPH	-0.0037	0.21	1292.3
PSRC1	0.0056	0.06	1437.5
PSTK	-0.0009	0.26	249.6
PTAR1	0.002	0.08	409.1
PTBP1	0	0.13	7496.8
PTCD2	0.0009	0.14	804.8
PTCD3	0.0016	0.03	970
PTCH1	0.0089	0.24	113.1
PTDSS1	-0.0004	0.18	8137.1
PTEN	-0.0001	0.06	2122
PTER	-0.0004	0.11	706.6
PTGES	-0.001	0.02	4887.5
PTGES2	-0.0016	0.11	1388.6
PTGES3	-0.0019	0.14	9566.7
PTGFRN	-0.0006	0.05	697.7
PTGR1	-0.0016	0.07	1415.8
PTHLH	0.0023	0.17	150.6
PTK2	0.0004	0.04	473.2
PTK7	-0.0046	0.33	139.3
PTMAP4	-0.0031	0.29	4629.7
PTOV1	-0.0009	0.22	782.1
PTP4A1	-0.0019	0.11	3419.8
PTP4A2	-0.0014	0.03	11324.3
PTPDC1	0.0052	0.2	233.3
PTPLA	-0.0014	0.27	955.1
PTPLAD1	-0.0028	0.11	6904.1
PTPLB	-0.0026	0.04	3575.1
PTPMT1	-0.0018	0.06	3087.6
PTPN1	0.0051	0.33	762.4
PTPN11	-0.0014	0.14	2475.8
PTPN12	0.0009	0.11	1393.4
PTPN13	-0.0006	0.27	423.8
PTPN18	0.0009	0.25	278.6
PTPN2	-0.0007	0.13	646
PTPN21	0.005	0.26	136.3
PTPN3	0.0053	0.28	281.9
PTPN4	0.004	0.14	178.7
PTPN9	0.0028	0.27	180.8
PTPRA	-0.0036	0.29	141.4
PTPRF	-0.0029	0.06	1648
PTPRJ	0.0028	0.33	528
PTPRK	0.0012	0.12	1448.8
PTPRM	0.0001	0.1	1474.8
PTPRS	0.0002	0.27	139.2
PTPRU	0.0002	0.46	155.1
PTRF	-0.0004	0.11	2176.4
PTRH1	0.0009	0.13	1545.6
PTRH2	0.0051	0.16	3828.9
PTS	-0.0008	0.1	6839.8
PTTG1	-0.0013	0.09	13583.1
PTTG1IP	-0.0006	0.06	9603.8
PTTG3	-0.0052	0.19	358.2
PUF60	0.0003	0.23	5504.6
PUM1	0.0056	0.14	2720.8
PUM2	0.0053	0.01	1169.1
PURA	0.0035	0.2	1224
PURB	0.0037	0.08	563.2
PUS1	0.0049	0.07	1423.4
PUS3	0.0043	0.23	1094.7
PUS7	-0.0028	0.28	2062.7
PUS7L	0.0001	0.19	386.6
PUSL1	0.0004	0.33	987.5
PVR	0.0023	0.2	374.4
PVRL2	-0.0013	0.36	209.3
PWP1	0.0004	0.11	5962.9
PWP2H	0.0026	0.17	1338.3
PWWP2A	0.0039	0.21	313.1
PWWP2B	0.0026	0.25	183.7
PXDN	-0.0011	0.05	2729.7
PXK	0.0011	0.14	233.2
PXMP3	0.0005	0.13	528.6
PXMP4	-0.0017	0.38	306.8
PXN	0.005	0.13	752.8
PYCR1	-0.0023	0.31	1570.2
PYCR2	0.0018	0.21	1295.6
PYCRL	0.0003	0.35	295.3
PYGL	-0.0016	0.08	1115.6
PYGO1	0.0024	0.27	172.9
PYGO2	0.0062	0.14	294.9
PYROXD2	0.0008	0.34	106.5
QARS	-0.001	0.13	8589
QDPR	-0.001	0.2	2502.9
QKI	-0.0005	0.41	796.5
QPRT	-0.0011	0.21	559.3
QRICH1	0.004	0.22	2366.2
QRSL1	0.0017	0.06	403.1
QSER1	0.0021	0.14	2260.6
QSOX1	-0.0021	0.29	165.5
QSOX2	0.0009	0.39	808.9
QTRTD1	0.0036	0.2	305
R3HCC1	-0.0024	0.14	659.7
R3HDM1	-0.0039	0.13	751.5
RAB10	-0.0009	0.03	7246.6
RAB11A	-0.0005	0.15	3340.5
RAB11FIP1	0	0.17	287.4
RAB11FIP3	-0.0033	0.18	222.7
RAB13	-0.0026	0.43	4398.7
RAB14	0.0008	0.04	1861
RAB18	0	0.1	1467.9
RAB1A	-0.0021	0.1	4406.7
RAB21	0.0001	0.05	1103.9
RAB22A	0.001	0.07	1240.8
RAB24	0.0008	0.22	386.4
RAB26	-0.004	0.07	291.6
RAB27A	-0.001	0.05	580.6
RAB27B	-0.0006	0.24	527.7
RAB28	0.0009	0.09	759.4
RAB2A	-0.0014	0.15	1619.4
RAB2B	0.002	0.18	682.5
RAB31	-0.0015	0.11	8170.6
